kind	source_file	id	json_path	sl	hr	sr	notes
content	data/glosar.json	glosar:kategorije.0.pojmi.1.razlaga	kategorije.0.pojmi.1.razlaga	Programska oprema za vodenje poslovnih procesov — SAP, Oracle, Microsoft Dynamics. NI povezano z EPR.	Softver za upravljanje poslovnim procesima — SAP, Oracle, Microsoft Dynamics. NIJE povezano s EPR-om.	Softver za upravljanje poslovnim procesima — SAP, Oracle, Microsoft Dinamics. NIJE povezano sa EPR.	
content	data/glosar.json	glosar:kategorije.0.pojmi.1.v_praksi	kategorije.0.pojmi.1.v_praksi	Če stranka uporabi 'ERP' v kontekstu okoljskih obveznosti, takoj razloži razliko. Zameglitev pojmov je pogosta.	Ako klijent koristi 'ERP' u kontekstu ekoloških obveza, to odmah objašnjava razliku. Zamagljivanje pojmova je uobičajeno.	Ako klijent koristi 'ERP' u kontekstu ekoloških obaveza, to odmah objašnjava razliku. Zamagljivanje pojmova je uobičajeno.	
content	data/glosar.json	glosar:kategorije.0.pojmi.2.izraz	kategorije.0.pojmi.2.izraz	Skupna shema	Uobičajena shema	Zajednička šema	
content	data/glosar.json	glosar:kategorije.0.pojmi.2.razlaga	kategorije.0.pojmi.2.razlaga	Organizacija (kot Interzero), ki za skupino proizvajalcev/uvoznikov skupno izpolnjuje EPR obveznosti — zbira, sortira, reciklira odpadke, pripravi poročila.	Organizacija (kao što je Interzero) koja zajednički ispunjava EPR obveze za grupu proizvođača/uvoznika — prikuplja, sortira, reciklira otpad, priprema izvješća.	Organizacija (kao što je Interzero) koja zajednički ispunjava EPR obaveze za grupu proizvođača/uvoznika — prikuplja, sortira, reciklira otpad, priprema izveštaje.	
content	data/glosar.json	glosar:kategorije.0.pojmi.2.v_praksi	kategorije.0.pojmi.2.v_praksi	Stranke postanejo članice sheme in plačujejo letni prispevek. Vodi se kot operater sheme, vpisan v ARSO.	Korisnici postaju članovi sheme i plaćaju godišnju naknadu. Vodi se kao operater sheme registriran u ARSO.	Kupci postaju članovi šeme i plaćaju godišnju naknadu. Pokreće se kao šeme operater registrovan kod ARSO.	
content	data/glosar.json	glosar:kategorije.0.pojmi.3.izraz	kategorije.0.pojmi.3.izraz	Individualni načrt	Individualni plan	Individualni plan	
content	data/glosar.json	glosar:kategorije.0.pojmi.3.razlaga	kategorije.0.pojmi.3.razlaga	Alternativa skupni shemi — stranka sama izpolnjuje EPR obveznosti, brez vključitve v operaterja. Potrebne lastne evidence, lastna mreža partnerjev, dokazila.	Alternativa zajedničkoj shemi — kupac sam ispunjava EPR obveze, bez uključivanja operatera. Vlastita evidencija, vlastita mreža partnera, potrebni popratni dokumenti.	Alternativa zajedničkoj šemi — korisnik sam ispunjava obaveze EPR-a, bez uključivanja operatera. Sopstvena evidencija, sopstvena mreža partnera, potrebna prateća dokumentacija.	
content	data/glosar.json	glosar:kategorije.0.pojmi.3.v_praksi	kategorije.0.pojmi.3.v_praksi	Smiselno le pri specifični embalaži in velikih količinah. Za večino strank administrativno preveč zahtevno.	Ima smisla samo za posebna pakiranja i velike količine. Administrativno prezahtjevno za većinu kupaca.	Ima smisla samo za specifična pakovanja i velike količine. Administrativno previše zahtevan za većinu kupaca.	
content	data/glosar.json	glosar:kategorije.0.pojmi.4.izraz	kategorije.0.pojmi.4.izraz	Proizvajalec / uvoznik	Proizvođač/Uvoznik	Proizvođač / Uvoznik	
content	data/glosar.json	glosar:kategorije.0.pojmi.4.razlaga	kategorije.0.pojmi.4.razlaga	Subjekt, ki PRVI da izdelek ali embalažo na slovenski trg. Lahko je proizvajalec, uvoznik, distributer ali tudi spletni prodajalec (če prodaja končnemu potrošniku v SI).	Subjekt koji je PRVI stavio proizvod ili ambalažu na slovensko tržište. To može biti proizvođač, uvoznik, distributer ili čak online prodavač (ako prodaje krajnjem potrošaču u SI).	Subjekt koji je PRVI stavio proizvod ili ambalažu na slovenačko tržište. To može biti proizvođač, uvoznik, distributer ili čak onlajn prodavac (ako prodaje krajnjem potrošaču u SI).	
content	data/glosar.json	glosar:kategorije.0.pojmi.4.v_praksi	kategorije.0.pojmi.4.v_praksi	Ključno vprašanje: kdo je 'prvi na trgu'? Pogosto stranka ne ve in dobava si pošilja odgovornost. Razjasni v discoveryju.	Ključno pitanje: tko je 'prvi na tržištu'? Često kupac ne zna, a dobavljač prebacuje odgovornost. Razjasniti u otkriću.	Ključno pitanje: ko je „prvi na tržištu“? Često kupac ne zna, a dobavljač preuzima odgovornost. Pojasni u otkriću.	
content	data/glosar.json	glosar:kategorije.0.pojmi.5.izraz	kategorije.0.pojmi.5.izraz	Dati na trg	Staviti na tržište	Stavite na tržište	
content	data/glosar.json	glosar:kategorije.0.pojmi.5.razlaga	kategorije.0.pojmi.5.razlaga	Trenutek, ko izdelek prvič preide v gospodarsko verigo v Sloveniji (proizvedeno + prodano ali uvoženo + sproščeno v prodajo).	Trenutak kada proizvod prvi put ulazi u gospodarski lanac u Sloveniji (proizveden + prodan ili uvezen + pušten u prodaju).	Trenutak kada proizvod prvi put ulazi u privredni lanac u Sloveniji (proizveden + prodat ili uvezen + pušten u prodaju).	
content	data/glosar.json	glosar:kategorije.0.pojmi.5.v_praksi	kategorije.0.pojmi.5.v_praksi	Ne pomeni nujno fizičnega gibanja blaga. Tudi izdelek iz uvoznega skladišča, ki je sproščen v prodajo, je 'dan na trg'.	To ne znači nužno fizičko kretanje robe. Čak i proizvod iz uvoznog skladišta koji je pušten u prodaju 'stavlja se na tržište'.	To ne znači nužno i fizičko kretanje robe. Čak se i proizvod iz uvoznog magacina koji je pušten u prodaju „stavlja na tržište“.	
content	data/glosar.json	glosar:kategorije.1.id	kategorije.1.id	tokovi			
content	data/glosar.json	glosar:kategorije.1.naziv	kategorije.1.naziv	Tokovi odpadkov in materialov	Tokovi otpada i materijala	Tokovi otpada i materijala	
content	data/glosar.json	glosar:kategorije.1.pojmi.0.razlaga	kategorije.1.pojmi.0.razlaga	Vse, kar služi za zaščito, transport ali predstavitev izdelka. Primarna (neposredno okrog izdelka), sekundarna (skupinska), terciarna (transportna).	Sve što služi zaštiti, transportu ili prezentiranju proizvoda. Primarni (neposredno oko proizvoda), sekundarni (grupa), tercijarni (transport).	Sve što služi za zaštitu, transport ili prezentaciju proizvoda. Primarni (direktno oko proizvoda), sekundarni (grupni), tercijarni (transport).	
content	data/glosar.json	glosar:kategorije.1.pojmi.0.v_praksi	kategorije.1.pojmi.0.v_praksi	Pri discoveryju vprašaj, ali stranka razlikuje med vrstami — pogosto poročajo samo eno raven.	U otkrivanju, pitajte klijenta razlikuje li tipove - oni često prijavljuju samo jednu razinu.	U otkrivanju, pitajte da li klijent pravi razliku između tipova - oni često izveštavaju samo o jednom nivou.	
content	data/glosar.json	glosar:kategorije.1.pojmi.1.izraz	kategorije.1.pojmi.1.izraz	EE-oprema (OEEO)	EE oprema (WEEE)	EE oprema (VEEE)	
content	data/glosar.json	glosar:kategorije.1.pojmi.1.razlaga	kategorije.1.pojmi.1.razlaga	Električna in elektronska oprema. Po slovenski zakonodaji v 6 kategorijah (gospodinjska, IT, razsvetljava, mali, veliki, medicinski/profesionalni aparati).	Električna i elektronička oprema. Prema slovenskom zakonodavstvu, u 6 kategorija (kućanstvo, IT, rasvjeta, mali, veliki, medicinski/profesionalni uređaji).	Električna i elektronska oprema. Prema slovenačkom zakonodavstvu, u 6 kategorija (domaćinstvo, IT, rasveta, mali, veliki, medicinski/profesionalni uređaji).	
content	data/glosar.json	glosar:kategorije.1.pojmi.1.v_praksi	kategorije.1.pojmi.1.v_praksi	Tudi izdelek z LED lučko ali baterijo lahko padete v EPR za EE-opremo, ne le 'klasične' aparati.	Čak i proizvod s LED svjetlom ili baterijom može ući u EPR za EE-opremu, ne samo za 'klasične' uređaje.	Čak i proizvod sa LED svetlom ili baterijom može pasti u EPR za EE-opremu, a ne samo za 'klasične' uređaje.	
content	data/glosar.json	glosar:kategorije.1.pojmi.2.izraz	kategorije.1.pojmi.2.izraz	Baterije in akumulatorji	Baterije i akumulatori	Baterije i akumulatori	
content	data/glosar.json	glosar:kategorije.1.pojmi.2.razlaga	kategorije.1.pojmi.2.razlaga	Prenosne (gospodinjske), industrijske, avtomobilske. Vsaka kategorija ima svoje pravice in zahteve.	Prijenosni (za kućanstvo), industrijski, automobilski. Svaka kategorija ima svoja prava i zahtjeve.	Prenosivi (kućni), industrijski, automobilski. Svaka kategorija ima svoja prava i zahteve.	
content	data/glosar.json	glosar:kategorije.1.pojmi.2.v_praksi	kategorije.1.pojmi.2.v_praksi	EU Uredba 2023/1542 prinaša nove zahteve (digital passport, due diligence) — kompleksnost narašča.	Uredba EU 2023/1542 donosi nove zahtjeve (digitalna putovnica, due diligence) — povećava složenost.	Uredba EU 2023/1542 donosi nove zahteve (digitalni pasoš, due diligence) — povećanje složenosti.	
content	data/glosar.json	glosar:kategorije.1.pojmi.3.izraz	kategorije.1.pojmi.3.izraz	Sekundarna surovina	Sekundarne sirovine	Sekundarna sirovina	
content	data/glosar.json	glosar:kategorije.1.pojmi.3.razlaga	kategorije.1.pojmi.3.razlaga	Material, pridobljen iz odpadkov, ki je ponovno uporaben v proizvodnji (npr. reciklirana plastika, papir, kovine).	Materijal dobiven iz otpada koji se može ponovno upotrijebiti u proizvodnji (npr. reciklirana plastika, papir, metali).	Materijal dobijen iz otpada koji se može ponovo koristiti u proizvodnji (npr. reciklirana plastika, papir, metali).	
content	data/glosar.json	glosar:kategorije.1.pojmi.3.v_praksi	kategorije.1.pojmi.3.v_praksi	Interzero kupuje in prodaja sekundarne surovine — tudi prodajni argument za proizvajalce, ki želijo dokazati krožno gospodarstvo.	Interzero otkupljuje i prodaje sekundarne sirovine — također prodajna točka za proizvođače koji žele dokazati kružno gospodarstvo.	Interzero kupuje i prodaje sekundarne sirovine — takođe prodajno mesto za proizvođače koji žele da dokažu cirkularnu ekonomiju.	
content	data/glosar.json	glosar:kategorije.1.pojmi.4.izraz	kategorije.1.pojmi.4.izraz	Recyclate			
content	data/glosar.json	glosar:kategorije.1.pojmi.4.razlaga	kategorije.1.pojmi.4.razlaga	Reciklirana surovina, vgrajena v nov izdelek. EU Uredba PPWR določa minimalne deleže recyclata v embalaži.	Reciklirana sirovina ugrađena u novi proizvod. Uredba EU PPWR određuje minimalne udjele reciklata u pakiranju.	Reciklirana sirovina ugrađena u novi proizvod. Uredba EU PPVR određuje minimalne proporcije reciklata u ambalaži.	
content	data/glosar.json	glosar:kategorije.1.pojmi.4.v_praksi	kategorije.1.pojmi.4.v_praksi	Kupci od dobaviteljev vedno bolj zahtevajo dokazila o vsebnosti recyclata.	Kupci od dobavljača sve više traže dokaz o sadržaju reciklata.	Kupci sve više zahtevaju od dobavljača dokaz o sadržaju recikliranog materijala.	
content	data/glosar.json	glosar:kategorije.1.pojmi.5.izraz	kategorije.1.pojmi.5.izraz	Made for Recycling	Napravljeno za recikliranje	Napravljen za reciklažu	
content	data/glosar.json	glosar:kategorije.1.pojmi.5.razlaga	kategorije.1.pojmi.5.razlaga	Certifikat za embalažo, ki dokazuje, da je oblikovana tako, da se da dobro reciklirati. Izdaja ga Interzero (in nekateri drugi).	Certifikat za ambalažu, koji dokazuje da je dizajnirana na način da se može dobro reciklirati. Izdaje ga Interzero (i neki drugi).	Sertifikat za pakovanje, koji dokazuje da je dizajnirano tako da se može dobro reciklirati. Izdaje ga Interzero (i neki drugi).	
content	data/glosar.json	glosar:kategorije.1.pojmi.5.v_praksi	kategorije.1.pojmi.5.v_praksi	Velike trgovske verige in B2B kupci ga vse pogosteje zahtevajo. Dober vstop pri stranki s pomembnimi kupci.	Veliki trgovački lanci i B2B kupci to sve više zahtijevaju. Dobar ulaz s klijentom s važnim kupcima.	Veliki trgovinski lanci i B2B kupci to sve više zahtevaju. Dobar ulazak sa klijentom sa važnim kupcima.	
content	data/glosar.json	glosar:kategorije.2.id	kategorije.2.id	regulativa			
content	data/glosar.json	glosar:kategorije.2.naziv	kategorije.2.naziv	Regulativa in poročanje	Regulacija i izvješćivanje	Regulativa i izveštavanje	
content	data/glosar.json	glosar:kategorije.2.pojmi.0.izraz	kategorije.2.pojmi.0.izraz	ARSO			
content	data/glosar.json	glosar:kategorije.2.pojmi.0.razlaga	kategorije.2.pojmi.0.razlaga	Agencija Republike Slovenije za okolje. Vodi registre EPR zavezancev, sprejema letna poročila, izvaja nadzor.	Agencija Republike Slovenije za okoliš. Vodi EPR registre poreznih obveznika, zaprima godišnja izvješća, obavlja nadzor.	Agencija Republike Slovenije za životnu sredinu. Vodi EPR registre poreskih obveznika, prima godišnje izveštaje, vrši nadzor.	
content	data/glosar.json	glosar:kategorije.2.pojmi.0.v_praksi	kategorije.2.pojmi.0.v_praksi	Stranke kot zavezanci poročajo prek ARSO portala. Ker je portal kompleksen, je to del naše storitve.	Kupci kao porezni obveznici prijavljuju se putem portala ARSO. Budući da je portal kompleksan, ovo je dio naše usluge.	Kupci kao poreski obveznici prijavljuju preko portala ARSO. Pošto je portal složen, ovo je deo naše usluge.	
content	data/glosar.json	glosar:kategorije.2.pojmi.1.izraz	kategorije.2.pojmi.1.izraz	ZVO-2			
content	data/glosar.json	glosar:kategorije.2.pojmi.1.razlaga	kategorije.2.pojmi.1.razlaga	Zakon o varstvu okolja (2022, nadomestil ZVO-1). Krovni zakon, ki ureja EPR načelo.	Zakon o zaštiti okoliša (2022., zamijenjen ZVO-1). Krovni zakon koji uređuje načelo EPR.	Zakon o zaštiti životne sredine (2022, zamenjen ZVO-1). Krovni zakon koji reguliše EPR princip.	
content	data/glosar.json	glosar:kategorije.2.pojmi.1.v_praksi	kategorije.2.pojmi.1.v_praksi	Detajli so v podzakonskih aktih — uredbah za posamezne tokove (embalaža, EE-oprema, baterije...).	Detalji su u podzakonskim aktima — pravilnici za pojedine tokove (ambalaža, EE oprema, baterije...).	Detalji su u podzakonskim aktima — propisi za pojedinačne tokove (ambalaže, EE oprema, baterije...).	
content	data/glosar.json	glosar:kategorije.2.pojmi.2.izraz	kategorije.2.pojmi.2.izraz	Uredba o embalaži	Uredba o pakiranju	Uredba o pakovanju	
content	data/glosar.json	glosar:kategorije.2.pojmi.2.razlaga	kategorije.2.pojmi.2.razlaga	Slovenski podzakonski akt, ki ureja EPR za embalažo. Vsebuje prag obvezne vključitve, stopnje recikliranja, način poročanja.	Slovenski podzakonski propisi koji uređuju EPR za ambalažu. Sadrži obvezni prag uključivanja, stope recikliranja, način izvješćivanja.	Slovenački podzakonski akt koji reguliše EPR za pakovanje. Sadrži obavezni prag uključivanja, stope reciklaže, metod izveštavanja.	
content	data/glosar.json	glosar:kategorije.2.pojmi.2.v_praksi	kategorije.2.pojmi.2.v_praksi	Pred razlago stranki preveri zadnjo verzijo — uredbe se posodabljajo.	Prije nego što objasnite klijentu, provjerite najnoviju verziju — propisi su ažurirani.	Pre nego što objasnite klijentu, proverite najnoviju verziju — propisi su ažurirani.	
content	data/glosar.json	glosar:kategorije.2.pojmi.3.izraz	kategorije.2.pojmi.3.izraz	Letno poročilo	Godišnje izvješće	Godišnji izveštaj	
content	data/glosar.json	glosar:kategorije.2.pojmi.3.razlaga	kategorije.2.pojmi.3.razlaga	Obvezno poročilo, ki ga zavezanci oddajo do 31. marca za prejšnje leto. Vsebuje količine danih izdelkov in dosežene stopnje recikliranja.	Obvezno izvješće porezni obveznici podnose do 31. ožujka za prethodnu godinu. Sadrži količine zadanih proizvoda i postignute stope recikliranja.	Obavezni izveštaj koji obveznici dostavljaju do 31. marta za prethodnu godinu. Sadrži količine datih proizvoda i postignute stope reciklaže.	
content	data/glosar.json	glosar:kategorije.2.pojmi.3.v_praksi	kategorije.2.pojmi.3.v_praksi	Kdor zamudi rok, je v prekršku — kazni so resne. Avtomatski opomnik je ena od vrednosti Interzero.	Tko god propusti rok, kriv je za prekršaj — kazne su stroge. Automatski podsjetnik jedna je od vrijednosti Interzera.	Ko propusti rok je prekršajno kriv — kazne su oštre. Automatski podsetnik je jedna od vrednosti Interzero-a.	
content	data/glosar.json	glosar:kategorije.2.pojmi.4.izraz	kategorije.2.pojmi.4.izraz	PPWR			
content	data/glosar.json	glosar:kategorije.2.pojmi.4.razlaga	kategorije.2.pojmi.4.razlaga	Packaging and Packaging Waste Regulation — EU uredba 2025/40 (sprejeta 2024). Postopno se uveljavlja od 2026 naprej. Uvaja nove zahteve: zmanjšanje embalaže, recyclability, minimalni delež recyclata, ponovna uporaba.	Uredba o ambalaži i ambalažnom otpadu — Uredba EU 2025/40 (usvojena 2024.). Postupno se provodi od 2026. nadalje. Uvodi nove zahtjeve: smanjenje pakiranja, mogućnost recikliranja, minimalni udio recikliranog materijala, ponovna uporaba.	Uredba o ambalaži i ambalažnom otpadu — Uredba EU 2025/40 (usvojena 2024. godine). Postepeno se primenjuje od 2026. godine. Uvodi nove zahteve: smanjenje ambalaže, mogućnost reciklaže, minimalni udeo recikliranog materijala, ponovna upotreba.	
content	data/glosar.json	glosar:kategorije.2.pojmi.4.v_praksi	kategorije.2.pojmi.4.v_praksi	To je velika tema za naslednja leta. Stranke z embalažo morajo začeti razmišljati zdaj.	Ovo je velika tema za naredne godine. Kupci ambalaže moraju početi razmišljati sada.	Ovo je velika tema za naredne godine. Kupci pakovanja treba da počnu da razmišljaju sada.	
content	data/glosar.json	glosar:kategorije.2.pojmi.5.izraz	kategorije.2.pojmi.5.izraz	CSRD			
content	data/glosar.json	glosar:kategorije.2.pojmi.5.razlaga	kategorije.2.pojmi.5.razlaga	Corporate Sustainability Reporting Directive — EU direktiva o trajnostnem poročanju podjetij. Postopno se uvaja za velika in srednja podjetja.	Direktiva o izvješćivanju o održivosti poduzeća — Direktiva EU o izvješćivanju o održivosti poduzeća. Postupno se uvodi za velike i srednje tvrtke.	Direktiva o korporativnom izveštavanju o održivosti — Direktiva EU o izveštavanju o korporativnoj održivosti. Postepeno se uvodi za velika i srednja preduzeća.	
content	data/glosar.json	glosar:kategorije.2.pojmi.5.v_praksi	kategorije.2.pojmi.5.v_praksi	Tudi mala podjetja so prizadeta posredno — ker njihovi B2B kupci morajo poročati.	Mala poduzeća također su pogođena neizravno — jer njihovi B2B klijenti moraju izvještavati.	Mala preduzeća su takođe pogođena indirektno — jer njihovi B2B kupci moraju da prijave.	
